person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,57800.0,RENT,6.0,DEBTCONSOLIDATION,C,11200.0,13.16,1,0.19,N,3
22,70000.0,MORTGAGE,6.0,MEDICAL,A,6000.0,6.03,0,0.09,N,2
22,63000.0,RENT,5.0,EDUCATION,A,9225.0,5.99,0,0.15,N,4
24,18000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000.0,13.47,1,0.33,N,2
23,58000.0,MORTGAGE,8.0,VENTURE,C,8000.0,13.61,0,0.14,Y,3
27,31200.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12300.0,12.53,0,0.39,N,10
24,59000.0,RENT,1.0,DEBTCONSOLIDATION,B,15000.0,16.82,1,0.25,Y,3
24,42000.0,OWN,8.0,EDUCATION,A,8000.0,6.62,0,0.19,N,4
41,49000.0,RENT,4.0,HOMEIMPROVEMENT,E,25000.0,17.04,1,0.51,N,13
26,60000.0,MORTGAGE,7.0,EDUCATION,A,16000.0,7.9,0,0.27,N,2
31,24000.0,RENT,0.0,MEDICAL,D,20000.0,17.99,1,0.83,N,3
30,148000.0,RENT,11.0,DEBTCONSOLIDATION,B,25000.0,14.27,1,0.17,N,17
26,18000.0,RENT,3.0,MEDICAL,B,10000.0,12.53,1,0.56,N,2
29,54996.0,RENT,9.0,EDUCATION,B,13000.0,15.99,1,0.24,Y,4
26,90000.0,MORTGAGE,5.0,EDUCATION,A,8000.0,5.42,0,0.09,N,3
30,85000.0,RENT,1.0,PERSONAL,E,24000.0,16.82,1,0.28,N,8
25,75000.0,RENT,4.0,MEDICAL,A,7000.0,7.49,0,0.09,N,2
24,50000.0,RENT,0.0,EDUCATION,C,15000.0,13.49,0,0.3,Y,4
63,106000.0,MORTGAGE,0.0,PERSONAL,C,11500.0,12.98,0,0.11,N,23
50,44000.0,RENT,14.0,MEDICAL,G,20000.0,20.4,1,0.45,N,11
41,45000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,10000.0,13.99,1,0.22,N,9
22,41000.0,MORTGAGE,6.0,EDUCATION,C,10000.0,13.57,1,0.24,N,4
23,35000.0,RENT,3.0,DEBTCONSOLIDATION,C,10000.0,13.22,0,0.29,N,2
22,38400.0,RENT,6.0,PERSONAL,C,10000.0,8.94,1,0.26,N,3
21,48000.0,RENT,5.0,PERSONAL,A,2800.0,8.9,1,0.06,N,2
25,91800.0,RENT,7.0,PERSONAL,B,14000.0,10.99,1,0.15,N,3
24,30000.0,RENT,8.0,PERSONAL,D,8000.0,11.71,1,0.27,N,9
27,31500.0,RENT,12.0,DEBTCONSOLIDATION,C,25000.0,7.51,1,0.79,N,5
25,67000.0,RENT,9.0,PERSONAL,C,5000.0,13.92,1,0.07,Y,4
30,180000.0,MORTGAGE,0.0,EDUCATION,A,6000.0,6.62,0,0.03,N,8
22,15000.0,RENT,5.0,MEDICAL,C,8400.0,10.37,1,0.56,N,2
23,83000.0,RENT,3.0,MEDICAL,D,15000.0,13.11,1,0.18,Y,2
23,69996.0,RENT,7.0,VENTURE,C,5600.0,13.11,0,0.08,Y,2
25,31200.0,RENT,3.0,MEDICAL,B,10000.0,9.91,1,0.32,N,4
32,27000.0,RENT,2.0,MEDICAL,C,6000.0,12.73,0,0.22,N,10
29,69000.0,RENT,13.0,MEDICAL,B,4800.0,11.11,0,0.07,N,10
41,36125.11,RENT,4.0,DEBTCONSOLIDATION,D,8500.0,14.59,1,0.24,Y,7
25,62000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,E,20000.0,17.04,1,0.32,N,3
21,36500.0,RENT,2.0,VENTURE,A,5500.0,7.51,0,0.15,N,2
33,57000.0,MORTGAGE,3.0,EDUCATION,E,10000.0,15.68,1,0.18,Y,8
34,30000.0,RENT,7.0,HOMEIMPROVEMENT,D,4750.0,10.75,1,0.16,N,11
61,148000.0,MORTGAGE,30.0,DEBTCONSOLIDATION,B,24000.0,10.38,1,0.16,N,20
24,47088.0,RENT,8.0,DEBTCONSOLIDATION,A,4000.0,6.62,0,0.08,N,4
26,36000.0,RENT,1.0,MEDICAL,A,5000.0,10.65,1,0.14,N,13
30,34000.0,RENT,5.0,DEBTCONSOLIDATION,A,5000.0,14.61,1,0.15,N,2
39,70000.0,MORTGAGE,7.0,PERSONAL,A,12500.0,7.9,0,0.18,N,12
34,95000.0,RENT,5.0,VENTURE,C,18600.0,13.57,0,0.2,Y,7
34,48000.0,MORTGAGE,9.0,VENTURE,C,5600.0,15.96,0,0.12,Y,7
30,24000.0,RENT,0.0,PERSONAL,B,5000.0,10.59,0,0.21,N,9
34,52000.0,MORTGAGE,8.0,EDUCATION,C,16000.0,5.99,1,0.31,N,5
22,50000.0,MORTGAGE,0.0,EDUCATION,B,20000.0,11.48,0,0.4,N,2
25,105000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9600.0,11.71,0,0.09,N,3
22,59000.0,RENT,2.0,EDUCATION,B,6500.0,10.95,0,0.11,N,3
30,75000.0,RENT,6.0,MEDICAL,C,11200.0,13.16,0,0.15,Y,5
22,45996.0,RENT,0.0,MEDICAL,D,3000.0,15.62,1,0.07,Y,2
23,73000.0,RENT,1.0,DEBTCONSOLIDATION,F,14500.0,16.29,1,0.2,Y,2
29,145000.0,RENT,0.0,EDUCATION,C,6000.0,13.8,0,0.04,Y,10
27,66300.0,RENT,2.0,HOMEIMPROVEMENT,C,17651.17,11.49,1,0.27,N,3
27,44000.0,RENT,5.0,EDUCATION,B,13650.0,10.65,1,0.31,N,5
22,48600.0,MORTGAGE,6.0,EDUCATION,B,12000.0,12.42,1,0.25,N,4
27,68000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,D,30000.0,15.99,0,0.44,N,7
36,33600.0,RENT,3.0,EDUCATION,B,12000.0,11.36,1,0.36,N,13
24,33600.0,RENT,0.0,DEBTCONSOLIDATION,D,8000.0,13.16,1,0.24,N,2
41,50000.0,RENT,0.0,PERSONAL,C,7000.0,12.87,0,0.14,Y,12
29,49171.7,MORTGAGE,9.0,MEDICAL,D,16000.0,15.05,1,0.33,N,17
25,95000.0,RENT,4.0,PERSONAL,C,8000.0,15.23,0,0.08,N,4
25,100000.0,MORTGAGE,2.0,EDUCATION,D,15000.0,15.99,0,0.15,Y,3
28,165000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12400.0,11.26,0,0.08,N,8
22,30000.0,RENT,5.0,DEBTCONSOLIDATION,C,2500.0,7.68,1,0.08,N,2
32,80000.0,RENT,3.0,VENTURE,B,6000.0,12.69,0,0.07,N,7
26,50000.0,OWN,7.0,MEDICAL,A,12000.0,8.49,0,0.24,N,4
22,57000.0,MORTGAGE,6.0,PERSONAL,B,11425.0,9.91,0,0.2,N,4
22,15000.0,RENT,1.0,MEDICAL,C,1500.0,6.62,1,0.1,N,2
27,44004.0,RENT,0.0,PERSONAL,C,5000.0,13.79,1,0.11,N,8
29,67422.0,MORTGAGE,13.0,EDUCATION,B,12800.0,11.49,0,0.19,N,8
24,50000.0,RENT,2.0,VENTURE,C,4800.0,13.22,0,0.1,N,4
24,110000.0,MORTGAGE,0.0,EDUCATION,A,5000.0,6.03,0,0.05,N,4
24,30000.0,RENT,0.0,PERSONAL,D,1600.0,17.04,1,0.05,N,2
25,102937.63,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000.0,12.18,1,0.12,N,3
39,28000.0,RENT,2.0,DEBTCONSOLIDATION,C,5000.0,14.11,1,0.18,Y,10
24,44000.0,RENT,15.0,MEDICAL,D,6000.0,14.83,1,0.14,N,8
34,126000.0,MORTGAGE,2.0,VENTURE,B,9600.0,11.49,0,0.08,N,5
29,25000.0,OWN,9.0,HOMEIMPROVEMENT,B,2500.0,9.62,0,0.1,N,5
29,24996.0,RENT,1.0,EDUCATION,B,9000.0,12.23,1,0.36,N,7
27,49304.0,MORTGAGE,2.0,MEDICAL,C,10000.0,11.78,0,0.2,N,9
23,21000.0,RENT,6.0,DEBTCONSOLIDATION,A,7500.0,6.91,1,0.36,N,4
34,44000.0,RENT,0.0,EDUCATION,C,3400.0,13.49,0,0.08,Y,8
34,92500.0,RENT,4.0,DEBTCONSOLIDATION,A,13050.0,7.66,0,0.14,N,5
25,30900.0,RENT,1.0,VENTURE,D,4000.0,12.61,1,0.13,N,3
39,88000.0,MORTGAGE,5.0,MEDICAL,A,4000.0,17.39,1,0.05,Y,6
26,40000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000.0,11.99,0,0.15,N,2
45,26748.0,OWN,8.0,MEDICAL,A,4000.0,7.88,0,0.15,N,12
27,138000.0,RENT,6.0,MEDICAL,E,10000.0,15.95,1,0.07,N,9
21,26000.0,OWN,5.0,EDUCATION,A,6000.0,5.79,0,0.23,N,2
24,54000.0,RENT,3.0,MEDICAL,B,24000.0,12.87,1,0.44,N,4
25,98000.0,RENT,4.0,MEDICAL,D,23094.21,15.21,1,0.24,N,3
24,70000.0,OTHER,4.0,PERSONAL,A,9000.0,9.63,0,0.13,N,2
35,762000.0,OWN,8.0,MEDICAL,A,10000.0,8.94,0,0.01,N,8
23,55000.0,RENT,7.0,MEDICAL,B,4200.0,9.91,0,0.08,N,4
70,42000.0,RENT,1.0,MEDICAL,B,8000.0,9.63,0,0.19,N,24
23,76800.0,MORTGAGE,4.0,VENTURE,A,10000.0,9.63,0,0.13,N,4
22,87000.0,MORTGAGE,6.0,PERSONAL,A,11200.0,8.49,0,0.13,N,4
48,60000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2500.0,7.29,0,0.04,N,11
29,25000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7475.0,8.49,0,0.3,N,6
23,30000.0,RENT,7.0,MEDICAL,B,10000.0,12.18,1,0.33,N,3
32,24000.0,OWN,2.0,PERSONAL,D,5000.0,16.29,0,0.21,N,9
22,82000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000.0,12.87,0,0.12,Y,2
28,59000.0,RENT,0.0,HOMEIMPROVEMENT,E,6500.0,16.35,1,0.11,N,7
27,19200.0,RENT,2.0,MEDICAL,B,13000.0,14.42,1,0.68,Y,8
22,51200.0,RENT,0.0,DEBTCONSOLIDATION,B,6250.0,16.02,1,0.12,N,13
25,65000.0,RENT,0.0,PERSONAL,B,5200.0,9.99,0,0.08,N,3
30,90000.0,RENT,14.0,DEBTCONSOLIDATION,A,18000.0,8.94,0,0.2,N,7
23,69000.0,RENT,0.0,MEDICAL,E,15251.46,15.21,1,0.22,N,8
22,72000.0,MORTGAGE,4.0,PERSONAL,D,15000.0,16.32,0,0.21,Y,4
25,37639.35,RENT,3.0,EDUCATION,C,2500.0,10.74,1,0.07,N,4
25,54000.0,RENT,1.0,HOMEIMPROVEMENT,D,7396.8,14.59,1,0.14,Y,3
29,75000.0,MORTGAGE,6.0,MEDICAL,A,8000.0,5.42,0,0.11,N,5
24,36985.59,RENT,8.0,DEBTCONSOLIDATION,D,18000.0,14.8,1,0.49,N,4
25,70000.0,MORTGAGE,9.0,MEDICAL,C,12800.0,13.11,0,0.18,Y,4
34,29000.0,RENT,0.0,HOMEIMPROVEMENT,A,10800.0,9.63,1,0.37,N,10
49,43000.0,RENT,4.0,MEDICAL,C,20000.0,9.62,1,0.47,N,4
24,144000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14700.0,7.66,0,0.1,N,3
29,18000.0,RENT,2.0,DEBTCONSOLIDATION,C,2500.0,14.91,1,0.14,N,4
25,56000.0,RENT,1.0,MEDICAL,B,12000.0,11.99,1,0.21,N,3
22,44400.0,RENT,1.0,PERSONAL,C,11775.0,13.49,0,0.27,Y,4
29,100000.0,OWN,13.0,PERSONAL,A,10000.0,6.92,0,0.1,N,8
21,14029.97,RENT,2.0,DEBTCONSOLIDATION,C,3700.0,5.99,1,0.26,N,2
46,54000.0,RENT,8.0,PERSONAL,B,10000.0,11.71,1,0.19,N,15
25,86000.0,RENT,13.0,HOMEIMPROVEMENT,B,25000.0,15.58,1,0.29,N,8
34,120000.0,MORTGAGE,10.0,EDUCATION,B,20000.0,10.37,0,0.17,N,10
23,32000.0,OWN,4.0,PERSONAL,C,7500.0,12.98,0,0.23,N,3
23,49000.0,RENT,6.0,HOMEIMPROVEMENT,D,5000.0,17.04,1,0.1,N,2
29,60000.0,RENT,7.0,EDUCATION,C,9000.0,13.61,0,0.15,N,9
28,19200.0,RENT,1.0,EDUCATION,B,5000.0,11.11,1,0.26,N,4
24,30000.0,RENT,2.0,EDUCATION,B,7000.0,12.21,1,0.23,N,3
31,48998.33,RENT,7.0,HOMEIMPROVEMENT,C,2800.0,13.97,1,0.06,N,4
27,42000.0,RENT,6.0,PERSONAL,A,5950.0,5.99,0,0.14,N,5
23,40000.0,MORTGAGE,2.0,MEDICAL,B,2000.0,10.99,0,0.05,N,4
35,67000.0,MORTGAGE,10.0,PERSONAL,A,3300.0,7.88,0,0.05,N,6
21,25000.0,MORTGAGE,2.0,VENTURE,B,3600.0,9.91,0,0.14,N,4
22,43000.0,MORTGAGE,6.0,EDUCATION,B,9000.0,11.71,0,0.21,N,4
21,45192.0,MORTGAGE,0.0,PERSONAL,B,11700.0,10.74,0,0.26,N,2
30,31200.0,RENT,4.0,MEDICAL,A,1900.0,5.79,0,0.06,N,10
36,83300.0,RENT,6.0,DEBTCONSOLIDATION,B,25000.0,16.0,1,0.3,Y,2
24,34000.0,RENT,2.0,EDUCATION,C,5000.0,12.23,1,0.15,N,2
23,69935.0,MORTGAGE,2.0,MEDICAL,A,7200.0,7.49,0,0.1,N,3
39,118000.0,MORTGAGE,12.0,PERSONAL,D,8000.0,10.65,1,0.07,N,3
33,56312.0,RENT,2.0,HOMEIMPROVEMENT,B,3000.0,11.71,0,0.05,N,9
32,14400.0,RENT,4.0,MEDICAL,C,6000.0,14.96,1,0.42,N,8
34,36000.0,RENT,3.0,VENTURE,C,3600.0,13.49,0,0.1,Y,7
22,62004.0,MORTGAGE,6.0,EDUCATION,A,3600.0,7.37,0,0.06,N,2
36,155000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,30000.0,7.9,0,0.19,N,17
23,33996.0,RENT,11.0,DEBTCONSOLIDATION,A,10000.0,7.49,1,0.29,N,4
22,60000.0,RENT,6.0,PERSONAL,B,12500.0,10.59,0,0.21,N,4
38,86105.0,RENT,2.0,MEDICAL,A,8000.0,6.54,1,0.08,N,17
31,235000.0,OWN,5.0,MEDICAL,D,11200.0,15.65,0,0.05,N,5
38,65000.0,MORTGAGE,5.0,EDUCATION,B,15000.0,10.36,0,0.23,N,17
34,57996.0,RENT,3.0,PERSONAL,B,8000.0,11.12,0,0.14,N,8
22,44000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,B,18900.0,10.14,0,0.43,N,2
30,58800.0,RENT,4.0,DEBTCONSOLIDATION,B,6800.0,10.74,1,0.12,Y,2
28,35548.8,MORTGAGE,2.0,MEDICAL,C,11000.0,7.51,1,0.31,N,8
26,105400.0,MORTGAGE,6.0,MEDICAL,D,24000.0,14.61,1,0.19,N,3
36,55000.0,RENT,1.0,EDUCATION,D,9500.0,15.62,1,0.17,N,12
34,61200.0,RENT,18.0,MEDICAL,B,30000.0,11.71,1,0.49,N,8
33,170000.0,OWN,15.0,HOMEIMPROVEMENT,C,21000.0,14.26,0,0.12,N,5
27,56092.14,MORTGAGE,3.0,EDUCATION,D,9000.0,14.26,1,0.16,N,2
22,39000.0,RENT,4.0,MEDICAL,A,5000.0,6.99,0,0.13,N,2
33,54000.0,MORTGAGE,7.0,VENTURE,C,7500.0,13.22,0,0.14,N,10
24,15000.0,RENT,8.0,DEBTCONSOLIDATION,C,4200.0,13.11,1,0.28,Y,2
24,32000.0,RENT,2.0,DEBTCONSOLIDATION,A,4000.0,13.79,1,0.12,N,2
27,30994.1,RENT,0.0,PERSONAL,D,2800.0,16.45,1,0.09,Y,8
28,35000.0,OWN,0.0,MEDICAL,F,15000.0,17.49,1,0.43,N,3
29,120000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6900.0,10.65,0,0.06,N,6
29,29496.0,RENT,5.0,VENTURE,A,6000.0,5.79,0,0.2,N,8
27,73200.0,MORTGAGE,7.0,EDUCATION,C,15000.0,13.22,0,0.2,N,5
22,76500.0,RENT,1.0,DEBTCONSOLIDATION,A,15250.0,13.22,1,0.2,N,8
41,74000.0,MORTGAGE,9.0,VENTURE,D,10000.0,11.97,1,0.14,Y,7
24,49000.0,MORTGAGE,5.0,EDUCATION,A,2700.0,6.92,0,0.06,N,3
35,53000.0,RENT,2.0,HOMEIMPROVEMENT,B,4200.0,11.71,0,0.08,N,6
35,56000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000.0,11.26,0,0.27,N,10
24,66000.0,RENT,2.0,PERSONAL,D,18000.0,14.54,1,0.27,Y,4
23,81000.0,MORTGAGE,8.0,PERSONAL,B,10000.0,8.88,0,0.12,N,4
25,26004.0,RENT,0.0,HOMEIMPROVEMENT,D,13000.0,11.89,1,0.5,Y,10
21,30000.0,RENT,8.0,EDUCATION,C,8500.0,15.57,1,0.28,N,9
23,25920.0,RENT,4.0,PERSONAL,D,10000.0,15.58,1,0.39,N,4
21,29000.0,RENT,5.0,DEBTCONSOLIDATION,B,11325.0,9.91,1,0.39,N,3
27,42000.0,RENT,3.0,MEDICAL,D,15000.0,15.27,1,0.36,Y,22
30,80000.0,MORTGAGE,14.0,VENTURE,C,8000.0,13.92,0,0.1,N,8
25,12996.87,RENT,0.0,DEBTCONSOLIDATION,D,2000.0,12.18,1,0.15,N,2
35,70000.0,RENT,2.0,EDUCATION,C,2000.0,13.72,0,0.03,N,7
22,42000.0,RENT,3.0,PERSONAL,B,11000.0,11.71,0,0.26,N,2
36,65000.0,MORTGAGE,1.0,VENTURE,B,7000.0,11.49,0,0.11,N,11
39,70000.0,RENT,5.0,EDUCATION,B,13000.0,11.99,0,0.19,N,17
24,15120.0,RENT,4.0,MEDICAL,A,1600.0,7.51,0,0.11,N,3
35,74000.0,RENT,2.0,DEBTCONSOLIDATION,C,6500.0,13.99,1,0.09,N,10
30,34000.0,RENT,14.0,HOMEIMPROVEMENT,D,10000.0,14.54,1,0.29,Y,6
21,50000.0,RENT,1.0,EDUCATION,A,10000.0,6.03,0,0.2,N,4
50,36000.0,RENT,0.0,VENTURE,B,5000.0,10.37,0,0.14,N,16
37,93957.73,RENT,0.0,HOMEIMPROVEMENT,E,4289.93,16.07,1,0.05,N,5
24,54000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,16000.0,9.76,1,0.3,N,2
23,60000.0,RENT,7.0,DEBTCONSOLIDATION,B,25000.0,10.25,1,0.42,N,2
26,103200.0,MORTGAGE,8.0,PERSONAL,A,9000.0,6.76,0,0.09,N,2
24,90000.0,MORTGAGE,8.0,VENTURE,B,7000.0,10.99,0,0.08,N,3
25,97440.0,RENT,9.0,EDUCATION,A,15000.0,7.49,0,0.15,N,4
26,40000.0,RENT,10.0,PERSONAL,D,6925.0,15.99,0,0.17,N,4
23,45996.0,RENT,18.0,PERSONAL,D,24000.0,8.49,1,0.52,N,3
22,18000.0,RENT,0.0,VENTURE,C,3500.0,13.48,1,0.19,Y,2
22,38004.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,3600.0,17.27,1,0.09,N,4
30,28000.0,RENT,13.0,EDUCATION,A,4000.0,10.75,1,0.14,N,4
24,47000.0,RENT,1.0,VENTURE,B,8000.0,13.23,1,0.17,Y,9
24,133300.0,RENT,6.0,DEBTCONSOLIDATION,B,25000.0,10.37,0,0.19,N,2
22,28000.0,OWN,1.0,PERSONAL,D,4000.0,13.72,1,0.14,Y,4
30,39000.0,MORTGAGE,3.0,VENTURE,A,12000.0,11.14,1,0.31,N,9
34,51312.0,RENT,0.0,HOMEIMPROVEMENT,C,18000.0,13.85,1,0.35,N,10
31,120000.0,MORTGAGE,6.0,PERSONAL,D,25000.0,16.32,0,0.21,Y,7
24,70000.0,RENT,1.0,EDUCATION,B,10000.0,11.71,0,0.14,N,2
23,30000.0,RENT,9.0,MEDICAL,D,3315.11,18.25,1,0.11,Y,3
25,36000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000.0,7.14,0,0.25,N,4
29,46400.0,MORTGAGE,0.0,EDUCATION,A,12000.0,7.51,0,0.26,N,10
31,35000.0,RENT,1.0,VENTURE,B,4000.0,10.65,0,0.11,N,5
